case,start,solver,stopping,condition,converged,residual_calls,jacobian_calls,residual_norm,relative_residual,gradient_infinity,gradient_orthogonality,parameter_error,equivalent_parameter_error,fit_target,recovery_target,termination,parameters
svi-width-0.5,2,minpack,step-only,2.53458059e2,true,6,5,5.37484411e-17,1.11423549e-16,4.16333634e-17,2.09159474e-1,4.99600361e-16,4.99600361e-16,true,true,"Converged { ftol: false, xtol: true }","[0.03999999999999995, 0.10000000000000007, -0.2999999999999995, 1.1170733084603053e-16, 0.20000000000000037]"
svi-width-0.5,2,trust-cholesky,radius-only,2.53458059e2,true,6,5,4.44305997e-17,9.21071385e-17,7.48595267e-18,1.95828425e-1,2.77555756e-16,2.77555756e-16,true,true,"SolverConverged","[0.04000000000000003, 0.09999999999999995, -0.2999999999999997, 1.7655767720557096e-16, 0.19999999999999982]"
svi-width-0.5,2,trust-qr,radius-only,2.53458059e2,true,6,5,5.50757629e-17,1.14175162e-16,1.17961196e-16,3.34492757e-1,1.66533454e-16,1.66533454e-16,true,true,"SolverConverged","[0.04000000000000001, 0.09999999999999999, -0.2999999999999998, 1.0136745321385054e-16, 0.19999999999999998]"
svi-width-0.5,2,minpack,radius-only,2.53458059e2,true,6,5,5.37484411e-17,1.11423549e-16,4.16333634e-17,2.09159474e-1,4.99600361e-16,4.99600361e-16,true,true,"Converged { ftol: false, xtol: true }","[0.03999999999999995, 0.10000000000000007, -0.2999999999999995, 1.1170733084603053e-16, 0.20000000000000037]"
svi-width-0.01,0,trust-cholesky,gradient-only,1.48482639e8,false,1200,1189,3.36338826e-9,8.75323557e-9,2.36730648e-9,1.09922282e-1,5.56972757e-2,5.56972757e-2,false,false,"MaxIter","[0.0302684043369379, 0.12188719812125277, -0.24430272426361396, 0.0004455668139523659, 0.24381788333398682]"
svi-width-0.01,0,trust-qr,gradient-only,1.48482639e8,false,1200,1189,3.15076695e-9,8.19988751e-9,6.31378352e-10,3.12955098e-2,5.50346840e-2,5.50346840e-2,false,false,"MaxIter","[0.030355140555478097, 0.12171385825500732, -0.2449653160181242, 0.0003689145766917184, 0.24347126018079954]"
svi-width-0.01,0,minpack,gradient-only,1.48482639e8,false,1200,1186,2.70658214e-9,7.04389421e-9,1.48000612e-10,8.53988650e-3,5.35545690e-2,5.35545690e-2,false,false,"LostPatience","[0.03035827801774489, 0.12172982674753179, -0.24644543096258514, 4.811079269193474e-7, 0.2435040681629013]"
svi-width-0.01,0,trust-cholesky,step-only,1.48482639e8,false,1200,1189,3.36338826e-9,8.75323557e-9,2.36730648e-9,1.09922282e-1,5.56972757e-2,5.56972757e-2,false,false,"MaxIter","[0.0302684043369379, 0.12188719812125277, -0.24430272426361396, 0.0004455668139523659, 0.24381788333398682]"
svi-width-0.01,0,trust-qr,step-only,1.48482639e8,false,1200,1189,3.15076695e-9,8.19988751e-9,6.31378352e-10,3.12955098e-2,5.50346840e-2,5.50346840e-2,false,false,"MaxIter","[0.030355140555478097, 0.12171385825500732, -0.2449653160181242, 0.0003689145766917184, 0.24347126018079954]"
svi-width-0.01,0,minpack,step-only,1.48482639e8,false,1200,1186,2.70658214e-9,7.04389421e-9,1.48000612e-10,8.53988650e-3,5.35545690e-2,5.35545690e-2,false,false,"LostPatience","[0.03035827801774489, 0.12172982674753179, -0.24644543096258514, 4.811079269193474e-7, 0.2435040681629013]"
svi-width-0.01,0,trust-cholesky,radius-only,1.48482639e8,false,1200,1189,3.36338826e-9,8.75323557e-9,2.36730648e-9,1.09922282e-1,5.56972757e-2,5.56972757e-2,false,false,"MaxIter","[0.0302684043369379, 0.12188719812125277, -0.24430272426361396, 0.0004455668139523659, 0.24381788333398682]"
svi-width-0.01,0,trust-qr,radius-only,1.48482639e8,false,1200,1189,3.15076695e-9,8.19988751e-9,6.31378352e-10,3.12955098e-2,5.50346840e-2,5.50346840e-2,false,false,"MaxIter","[0.030355140555478097, 0.12171385825500732, -0.2449653160181242, 0.0003689145766917184, 0.24347126018079954]"
svi-width-0.01,0,minpack,radius-only,1.48482639e8,false,1200,1186,2.70658214e-9,7.04389421e-9,1.48000612e-10,8.53988650e-3,5.35545690e-2,5.35545690e-2,false,false,"LostPatience","[0.03035827801774489, 0.12172982674753179, -0.24644543096258514, 4.811079269193474e-7, 0.2435040681629013]"
svi-width-0.01,1,trust-cholesky,gradient-only,1.48482639e8,false,1200,1191,2.61485121e-8,6.80516399e-8,4.82428411e-9,2.88133640e-2,3.10506948e-1,3.10506948e-1,false,false,"MaxIter","[0.05517897912339483, 0.049140399665643174, -0.6105069478485404, -1.1139503453658045e-6, 0.09810766378392453]"
svi-width-0.01,1,trust-qr,gradient-only,1.48482639e8,false,1200,1185,3.42773893e-8,8.92070853e-8,4.72527481e-9,2.15291759e-2,3.78763551e-1,3.78763551e-1,false,false,"MaxIter","[0.056101912022566064, 0.0441993210702193, -0.6787635514528114, -1.7810934995273816e-6, -0.08819446532968526]"
svi-width-0.01,1,minpack,gradient-only,1.48482639e8,false,1200,1173,1.26131207e-8,3.28257127e-8,1.57795941e-9,1.95380559e-2,1.75796824e-1,1.75796824e-1,false,false,"LostPatience","[0.0520554226176582, 0.0630529875949553, -0.4757968238116239, -8.236767037798833e-7, 0.12599878629119968]"
svi-width-0.01,1,trust-cholesky,step-only,1.48482639e8,false,1200,1191,2.61485121e-8,6.80516399e-8,4.82428411e-9,2.88133640e-2,3.10506948e-1,3.10506948e-1,false,false,"MaxIter","[0.05517897912339483, 0.049140399665643174, -0.6105069478485404, -1.1139503453658045e-6, 0.09810766378392453]"
svi-width-0.01,1,trust-qr,step-only,1.48482639e8,false,1200,1185,3.42773893e-8,8.92070853e-8,4.72527481e-9,2.15291759e-2,3.78763551e-1,3.78763551e-1,false,false,"MaxIter","[0.056101912022566064, 0.0441993210702193, -0.6787635514528114, -1.7810934995273816e-6, -0.08819446532968526]"
svi-width-0.01,1,minpack,step-only,1.48482639e8,false,1200,1173,1.26131207e-8,3.28257127e-8,1.57795941e-9,1.95380559e-2,1.75796824e-1,1.75796824e-1,false,false,"LostPatience","[0.0520554226176582, 0.0630529875949553, -0.4757968238116239, -8.236767037798833e-7, 0.12599878629119968]"
svi-width-0.01,1,trust-cholesky,radius-only,1.48482639e8,false,1200,1191,2.61485121e-8,6.80516399e-8,4.82428411e-9,2.88133640e-2,3.10506948e-1,3.10506948e-1,false,false,"MaxIter","[0.05517897912339483, 0.049140399665643174, -0.6105069478485404, -1.1139503453658045e-6, 0.09810766378392453]"
svi-width-0.01,1,trust-qr,radius-only,1.48482639e8,false,1200,1185,3.42773893e-8,8.92070853e-8,4.72527481e-9,2.15291759e-2,3.78763551e-1,3.78763551e-1,false,false,"MaxIter","[0.056101912022566064, 0.0441993210702193, -0.6787635514528114, -1.7810934995273816e-6, -0.08819446532968526]"
svi-width-0.01,1,minpack,radius-only,1.48482639e8,false,1200,1173,1.26131207e-8,3.28257127e-8,1.57795941e-9,1.95380559e-2,1.75796824e-1,1.75796824e-1,false,false,"LostPatience","[0.0520554226176582, 0.0630529875949553, -0.4757968238116239, -8.236767037798833e-7, 0.12599878629119968]"
svi-width-0.01,2,trust-cholesky,gradient-only,1.48482639e8,false,58,12,1.20185168e-17,3.12782530e-17,2.08166817e-17,2.84139181e-1,4.80370188e-11,4.80370188e-11,true,true,"NumericalNoProgress","[0.04000000000650241, 0.09999999998373876, -0.300000000048037, 1.4937711682175633e-13, 0.1999999999674536]"
svi-width-0.01,2,trust-qr,gradient-only,1.48482639e8,false,54,8,1.20185168e-17,3.12782530e-17,2.08166817e-17,2.70698481e-1,1.00882414e-10,1.00882414e-10,true,true,"NumericalNoProgress","[0.04000000001300325, 0.09999999996755929, -0.3000000001008824, -7.126253245823928e-13, 0.19999999993506273]"
svi-width-0.01,2,minpack,gradient-only,1.48482639e8,false,15,8,9.81307787e-18,2.55385866e-17,1.38777878e-17,2.34446971e-1,1.41170964e-11,1.41170964e-11,true,true,"NoImprovementPossible(""xtol"")","[0.03999999999837234, 0.10000000000403379, -0.2999999999858829, 4.0332391010953343e-13, 0.2000000000080881]"
svi-width-0.01,2,trust-cholesky,step-only,1.48482639e8,true,13,11,1.38777878e-17,3.61170155e-17,3.81320022e-20,1.45190011e-1,4.80434581e-11,4.80434581e-11,true,true,"SolverConverged","[0.040000000006502424, 0.09999999998373883, -0.30000000004804345, 1.481526354337577e-13, 0.19999999996745368]"
svi-width-0.01,2,trust-qr,step-only,1.48482639e8,true,13,8,1.20185168e-17,3.12782530e-17,2.08166817e-17,2.70698481e-1,1.00882414e-10,1.00882414e-10,true,true,"SolverConverged","[0.04000000001300325, 0.09999999996755929, -0.3000000001008824, -7.126253245823928e-13, 0.19999999993506273]"
svi-width-0.01,2,minpack,step-only,1.48482639e8,true,10,7,1.38777878e-17,3.61170155e-17,1.38777878e-17,1.56261961e-1,1.38017930e-11,1.38017930e-11,true,true,"Converged { ftol: false, xtol: true }","[0.03999999999837322, 0.10000000000403969, -0.2999999999861982, 3.3672202439006614e-13, 0.20000000000808746]"
svi-width-0.01,2,trust-cholesky,radius-only,1.48482639e8,true,12,11,1.38777878e-17,3.61170155e-17,3.81320022e-20,1.45190011e-1,4.80434581e-11,4.80434581e-11,true,true,"SolverConverged","[0.040000000006502424, 0.09999999998373883, -0.30000000004804345, 1.481526354337577e-13, 0.19999999996745368]"
svi-width-0.01,2,trust-qr,radius-only,1.48482639e8,true,11,8,1.20185168e-17,3.12782530e-17,2.08166817e-17,2.70698481e-1,1.00882414e-10,1.00882414e-10,true,true,"SolverConverged","[0.04000000001300325, 0.09999999996755929, -0.3000000001008824, -7.126253245823928e-13, 0.19999999993506273]"
svi-width-0.01,2,minpack,radius-only,1.48482639e8,true,10,7,1.38777878e-17,3.61170155e-17,1.38777878e-17,1.56261961e-1,1.38017930e-11,1.38017930e-11,true,true,"Converged { ftol: false, xtol: true }","[0.03999999999837322, 0.10000000000403969, -0.2999999999861982, 3.3672202439006614e-13, 0.20000000000808746]"
ssvi-narrow-false,0,trust-cholesky,gradient-only,8.29274818e0,false,11,8,8.95695368e-17,6.98443018e-17,1.84392374e-18,7.44434794e-2,5.55111512e-17,5.55111512e-17,true,true,"NumericalNoProgress","[-0.29999999999999993, 0.49999999999999994, 0.5]"
ssvi-narrow-false,0,trust-qr,gradient-only,8.29274818e0,true,7,7,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,true,true,"SolverConverged","[-0.3, 0.5, 0.5]"
ssvi-narrow-false,0,minpack,gradient-only,8.29274818e0,true,7,6,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,true,true,"ResidualsZero","[-0.3, 0.5, 0.5]"
ssvi-narrow-false,0,trust-cholesky,step-only,8.29274818e0,true,7,6,1.18279650e-16,9.22317993e-17,9.24825104e-18,2.03418290e-1,1.66533454e-16,1.66533454e-16,true,true,"SolverConverged","[-0.2999999999999999, 0.49999999999999983, 0.5000000000000001]"
ssvi-narrow-false,0,trust-qr,step-only,8.29274818e0,true,7,6,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,true,true,"SolverConverged","[-0.3, 0.5, 0.5]"
ssvi-narrow-false,0,minpack,step-only,8.29274818e0,true,7,6,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,true,true,"ResidualsZero","[-0.3, 0.5, 0.5]"
ssvi-narrow-false,0,trust-cholesky,radius-only,8.29274818e0,true,7,6,1.18279650e-16,9.22317993e-17,9.24825104e-18,2.03418290e-1,1.66533454e-16,1.66533454e-16,true,true,"SolverConverged","[-0.2999999999999999, 0.49999999999999983, 0.5000000000000001]"
ssvi-narrow-false,0,trust-qr,radius-only,8.29274818e0,true,7,6,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,true,true,"SolverConverged","[-0.3, 0.5, 0.5]"
ssvi-narrow-false,0,minpack,radius-only,8.29274818e0,true,7,6,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,true,true,"ResidualsZero","[-0.3, 0.5, 0.5]"
ssvi-narrow-false,1,trust-cholesky,gradient-only,8.29274818e0,false,11,8,8.85898669e-17,6.90803774e-17,4.32219293e-18,1.76426628e-1,1.11022302e-16,1.11022302e-16,true,true,"NumericalNoProgress","[-0.29999999999999993, 0.5000000000000001, 0.4999999999999999]"
ssvi-narrow-false,1,trust-qr,gradient-only,8.29274818e0,false,10,7,8.89289033e-17,6.93447502e-17,5.92325518e-18,2.03955347e-1,1.11022302e-16,1.11022302e-16,true,true,"NumericalNoProgress","[-0.29999999999999993, 0.4999999999999999, 0.5000000000000001]"
ssvi-narrow-false,1,minpack,gradient-only,8.29274818e0,false,11,10,8.95695368e-17,6.98443018e-17,1.84392374e-18,7.44434794e-2,5.55111512e-17,5.55111512e-17,true,true,"NoImprovementPossible(""xtol"")","[-0.29999999999999993, 0.49999999999999994, 0.5]"
ssvi-narrow-false,1,trust-cholesky,step-only,8.29274818e0,true,8,7,8.85898669e-17,6.90803774e-17,4.32219293e-18,1.76426628e-1,1.11022302e-16,1.11022302e-16,true,true,"SolverConverged","[-0.29999999999999993, 0.5000000000000001, 0.4999999999999999]"
ssvi-narrow-false,1,trust-qr,step-only,8.29274818e0,true,8,7,8.89289033e-17,6.93447502e-17,5.92325518e-18,2.03955347e-1,1.11022302e-16,1.11022302e-16,true,true,"SolverConverged","[-0.29999999999999993, 0.4999999999999999, 0.5000000000000001]"
ssvi-narrow-false,1,minpack,step-only,8.29274818e0,true,8,7,1.15551336e-16,9.01043218e-17,1.71343532e-17,5.20675241e-1,4.44089210e-16,4.44089210e-16,true,true,"Converged { ftol: false, xtol: true }","[-0.3, 0.49999999999999956, 0.5000000000000002]"
ssvi-narrow-false,1,trust-cholesky,radius-only,8.29274818e0,true,8,7,8.85898669e-17,6.90803774e-17,4.32219293e-18,1.76426628e-1,1.11022302e-16,1.11022302e-16,true,true,"SolverConverged","[-0.29999999999999993, 0.5000000000000001, 0.4999999999999999]"
ssvi-narrow-false,1,trust-qr,radius-only,8.29274818e0,true,8,7,8.89289033e-17,6.93447502e-17,5.92325518e-18,2.03955347e-1,1.11022302e-16,1.11022302e-16,true,true,"SolverConverged","[-0.29999999999999993, 0.4999999999999999, 0.5000000000000001]"
ssvi-narrow-false,1,minpack,radius-only,8.29274818e0,true,8,7,1.15551336e-16,9.01043218e-17,1.71343532e-17,5.20675241e-1,4.44089210e-16,4.44089210e-16,true,true,"Converged { ftol: false, xtol: true }","[-0.3, 0.49999999999999956, 0.5000000000000002]"
ssvi-narrow-false,2,trust-cholesky,gradient-only,8.29274818e0,false,12,9,3.86341262e-17,3.01260190e-17,1.83534931e-18,1.43442782e-1,5.55111512e-17,5.55111512e-17,true,true,"NumericalNoProgress","[-0.3, 0.49999999999999994, 0.5]"
ssvi-narrow-false,2,trust-qr,gradient-only,8.29274818e0,false,11,6,9.14480668e-17,7.13091371e-17,5.88905394e-18,1.67537265e-1,1.11022302e-16,1.11022302e-16,true,true,"NumericalNoProgress","[-0.30000000000000004, 0.4999999999999999, 0.5]"
ssvi-narrow-false,2,minpack,gradient-only,8.29274818e0,false,9,8,8.85898669e-17,6.90803774e-17,4.32219293e-18,1.76426628e-1,1.11022302e-16,1.11022302e-16,true,true,"NoImprovementPossible(""xtol"")","[-0.29999999999999993, 0.5000000000000001, 0.4999999999999999]"
ssvi-narrow-false,2,trust-cholesky,step-only,8.29274818e0,true,7,6,1.20322801e-16,9.38250028e-17,9.74612126e-18,2.92905760e-1,2.77555756e-16,2.77555756e-16,true,true,"SolverConverged","[-0.30000000000000004, 0.4999999999999997, 0.5000000000000001]"
ssvi-narrow-false,2,trust-qr,step-only,8.29274818e0,true,7,6,9.14480668e-17,7.13091371e-17,5.88905394e-18,1.67537265e-1,1.11022302e-16,1.11022302e-16,true,true,"SolverConverged","[-0.30000000000000004, 0.4999999999999999, 0.5]"
ssvi-narrow-false,2,minpack,step-only,8.29274818e0,true,7,6,1.01891933e-16,7.94530284e-17,9.84359838e-18,3.06569821e-1,2.22044605e-16,2.22044605e-16,true,true,"Converged { ftol: false, xtol: true }","[-0.29999999999999993, 0.5000000000000002, 0.4999999999999999]"
ssvi-narrow-false,2,trust-cholesky,radius-only,8.29274818e0,true,7,6,1.20322801e-16,9.38250028e-17,9.74612126e-18,2.92905760e-1,2.77555756e-16,2.77555756e-16,true,true,"SolverConverged","[-0.30000000000000004, 0.4999999999999997, 0.5000000000000001]"
ssvi-narrow-false,2,trust-qr,radius-only,8.29274818e0,true,7,6,9.14480668e-17,7.13091371e-17,5.88905394e-18,1.67537265e-1,1.11022302e-16,1.11022302e-16,true,true,"SolverConverged","[-0.30000000000000004, 0.4999999999999999, 0.5]"
ssvi-narrow-false,2,minpack,radius-only,8.29274818e0,true,7,6,1.01891933e-16,7.94530284e-17,9.84359838e-18,3.06569821e-1,2.22044605e-16,2.22044605e-16,true,true,"Converged { ftol: false, xtol: true }","[-0.29999999999999993, 0.5000000000000002, 0.4999999999999999]"
ssvi-narrow-true,0,trust-cholesky,gradient-only,3.90077509e2,true,13,9,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.03250741e-14,1.03250741e-14,true,true,"SolverConverged","[-0.3, 0.4999999999999897, 0.5000000000000063]"
ssvi-narrow-true,0,trust-qr,gradient-only,3.90077509e2,true,10,10,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,9.21485110e-15,9.21485110e-15,true,true,"SolverConverged","[-0.3, 0.4999999999999908, 0.5000000000000057]"
ssvi-narrow-true,0,minpack,gradient-only,3.90077509e2,false,9,8,1.20185168e-17,3.34745023e-17,6.10215335e-19,1.65792850e-1,9.43689571e-15,9.43689571e-15,true,true,"NoImprovementPossible(""xtol"")","[-0.3, 0.49999999999999056, 0.5000000000000058]"
ssvi-narrow-true,0,trust-cholesky,step-only,3.90077509e2,true,7,6,3.60555504e-17,1.00423507e-16,3.22153247e-18,2.93887752e-1,2.07056594e-14,2.07056594e-14,true,true,"SolverConverged","[-0.30000000000000004, 0.4999999999999793, 0.5000000000000127]"
ssvi-narrow-true,0,trust-qr,step-only,3.90077509e2,true,7,6,4.44305997e-17,1.23750063e-16,5.82214436e-18,4.27892179e-1,1.44328993e-14,1.44328993e-14,true,true,"SolverConverged","[-0.30000000000000004, 0.49999999999998557, 0.5000000000000089]"
ssvi-narrow-true,0,minpack,step-only,3.90077509e2,true,7,6,3.25462973e-17,9.06493809e-17,3.57866222e-18,3.59048134e-1,1.65978342e-14,1.65978342e-14,true,true,"Converged { ftol: false, xtol: true }","[-0.3, 0.4999999999999834, 0.5000000000000102]"
ssvi-narrow-true,0,trust-cholesky,radius-only,3.90077509e2,true,7,6,3.60555504e-17,1.00423507e-16,3.22153247e-18,2.93887752e-1,2.07056594e-14,2.07056594e-14,true,true,"SolverConverged","[-0.30000000000000004, 0.4999999999999793, 0.5000000000000127]"
ssvi-narrow-true,0,trust-qr,radius-only,3.90077509e2,true,7,6,4.44305997e-17,1.23750063e-16,5.82214436e-18,4.27892179e-1,1.44328993e-14,1.44328993e-14,true,true,"SolverConverged","[-0.30000000000000004, 0.49999999999998557, 0.5000000000000089]"
ssvi-narrow-true,0,minpack,radius-only,3.90077509e2,true,7,6,3.25462973e-17,9.06493809e-17,3.57866222e-18,3.59048134e-1,1.65978342e-14,1.65978342e-14,true,true,"Converged { ftol: false, xtol: true }","[-0.3, 0.4999999999999834, 0.5000000000000102]"
ssvi-narrow-true,1,trust-cholesky,gradient-only,3.90077509e2,false,13,8,1.69967494e-17,4.73400952e-17,1.08533363e-18,2.10041836e-1,1.64868119e-14,1.64868119e-14,true,true,"NumericalNoProgress","[-0.3, 0.4999999999999835, 0.5000000000000101]"
ssvi-narrow-true,1,trust-qr,gradient-only,3.90077509e2,false,12,11,1.20185168e-17,3.34745023e-17,6.10215335e-19,1.65792850e-1,1.79301018e-14,1.79301018e-14,true,true,"NumericalNoProgress","[-0.3, 0.49999999999998207, 0.500000000000011]"
ssvi-narrow-true,1,minpack,gradient-only,3.90077509e2,false,10,8,2.77555756e-17,7.73060518e-17,1.42952236e-18,1.68179968e-1,1.48769885e-14,1.48769885e-14,true,true,"NoImprovementPossible(""xtol"")","[-0.3, 0.4999999999999851, 0.5000000000000091]"
ssvi-narrow-true,1,trust-cholesky,step-only,3.90077509e2,true,7,6,3.53815554e-17,9.85462666e-17,3.93659015e-18,3.63309567e-1,1.11022302e-14,1.11022302e-14,true,true,"SolverConverged","[-0.30000000000000004, 0.4999999999999889, 0.5000000000000068]"
ssvi-narrow-true,1,trust-qr,step-only,3.90077509e2,true,7,6,3.92523115e-17,1.09327267e-16,3.73701917e-18,4.61028107e-1,1.47104551e-14,1.47104551e-14,true,true,"SolverConverged","[-0.3000000000000001, 0.4999999999999853, 0.500000000000009]"
ssvi-narrow-true,1,minpack,step-only,3.90077509e2,true,7,6,3.53815554e-17,9.85462666e-17,3.93659015e-18,3.63309567e-1,9.49240686e-15,9.49240686e-15,true,true,"Converged { ftol: false, xtol: true }","[-0.30000000000000004, 0.4999999999999905, 0.5000000000000058]"
ssvi-narrow-true,1,trust-cholesky,radius-only,3.90077509e2,true,7,6,3.53815554e-17,9.85462666e-17,3.93659015e-18,3.63309567e-1,1.11022302e-14,1.11022302e-14,true,true,"SolverConverged","[-0.30000000000000004, 0.4999999999999889, 0.5000000000000068]"
ssvi-narrow-true,1,trust-qr,radius-only,3.90077509e2,true,7,6,3.92523115e-17,1.09327267e-16,3.73701917e-18,4.61028107e-1,1.47104551e-14,1.47104551e-14,true,true,"SolverConverged","[-0.3000000000000001, 0.4999999999999853, 0.500000000000009]"
ssvi-narrow-true,1,minpack,radius-only,3.90077509e2,true,7,6,3.53815554e-17,9.85462666e-17,3.93659015e-18,3.63309567e-1,9.49240686e-15,9.49240686e-15,true,true,"Converged { ftol: false, xtol: true }","[-0.30000000000000004, 0.4999999999999905, 0.5000000000000058]"
ssvi-narrow-true,2,trust-cholesky,gradient-only,3.90077509e2,false,7,6,1.20185168e-17,3.34745023e-17,6.10215335e-19,1.65792850e-1,9.43689571e-15,9.43689571e-15,true,true,"NumericalNoProgress","[-0.3, 0.49999999999999056, 0.5000000000000058]"
ssvi-narrow-true,2,trust-qr,gradient-only,3.90077509e2,false,8,7,1.20185168e-17,3.34745023e-17,6.10215335e-19,1.65792850e-1,8.54871729e-15,8.54871729e-15,true,true,"NumericalNoProgress","[-0.3, 0.49999999999999145, 0.5000000000000052]"
ssvi-narrow-true,2,minpack,gradient-only,3.90077509e2,true,7,6,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,9.93649607e-15,9.93649607e-15,true,true,"ResidualsZero","[-0.3, 0.49999999999999006, 0.5000000000000061]"
ssvi-narrow-true,2,trust-cholesky,step-only,3.90077509e2,true,7,6,1.20185168e-17,3.34745023e-17,6.10215335e-19,1.65792850e-1,9.43689571e-15,9.43689571e-15,true,true,"SolverConverged","[-0.3, 0.49999999999999056, 0.5000000000000058]"
ssvi-narrow-true,2,trust-qr,step-only,3.90077509e2,true,7,6,1.20185168e-17,3.34745023e-17,6.10215335e-19,1.65792850e-1,8.54871729e-15,8.54871729e-15,true,true,"SolverConverged","[-0.3, 0.49999999999999145, 0.5000000000000052]"
ssvi-narrow-true,2,minpack,step-only,3.90077509e2,true,7,6,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,9.93649607e-15,9.93649607e-15,true,true,"ResidualsZero","[-0.3, 0.49999999999999006, 0.5000000000000061]"
ssvi-narrow-true,2,trust-cholesky,radius-only,3.90077509e2,true,7,6,1.20185168e-17,3.34745023e-17,6.10215335e-19,1.65792850e-1,9.43689571e-15,9.43689571e-15,true,true,"SolverConverged","[-0.3, 0.49999999999999056, 0.5000000000000058]"
ssvi-narrow-true,2,trust-qr,radius-only,3.90077509e2,true,7,6,1.20185168e-17,3.34745023e-17,6.10215335e-19,1.65792850e-1,8.54871729e-15,8.54871729e-15,true,true,"SolverConverged","[-0.3, 0.49999999999999145, 0.5000000000000052]"
ssvi-narrow-true,2,minpack,radius-only,3.90077509e2,true,7,6,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,9.93649607e-15,9.93649607e-15,true,true,"ResidualsZero","[-0.3, 0.49999999999999006, 0.5000000000000061]"
