revision,mode,case,median_ns,q1_ns,q3_ns,mean_ns,stdev_ns
after,lp-basin,camel,91.08345365853658,90.58584390243902,91.88636097560976,91.76736130081301,2.259492553367556
after,lp-basin,quadratic,168.24010256410256,167.65112179487178,170.3722435897436,172.5050735042735,11.209785242388046
after,lp-basin,sphere,623.441722972973,620.4307094594594,625.2592905405405,626.0142995495495,9.409778079099654
after,lp-basin,sphere_1,65.27641388888888,65.09252083333334,65.87762916666667,68.90534648148149,11.89482379930751
after,lp-basin,sphere_20,2150.032056737589,2145.41195035461,2162.4089716312055,2154.9876028368794,13.839938582697524
after,lp-basin,sphere_3,123.65749699969997,123.54848297329733,124.87988486348635,124.32911478647864,1.3132078069305397
after,lp-basin,sphere_40,8767.728021978022,8662.515949328448,9047.861492673994,8910.153123728123,339.6512158300282
after,lp-basin,sphere_5,252.45825342465753,251.80784246575342,256.36050513698626,253.85482420091324,2.7053992720279267
after,lp-setup,camel,99.9682243902439,98.67339512195122,103.72593170731707,108.58096650406505,20.673435327988376
after,lp-setup,quadratic,98.47478205128205,97.99580128205127,102.38889102564103,103.53924017094018,11.778444029506186
after,lp-setup,sphere,193.19983108108107,191.81939189189188,201.98488175675675,201.10016666666667,19.210878514343218
after,lp-setup,sphere_1,95.57004166666667,94.88607916666666,97.0192611111111,96.38492259259259,2.2522276191265247
after,lp-setup,sphere_20,298.8466666666667,296.1636524822695,302.9268794326241,300.58998581560286,6.255854871538198
after,lp-setup,sphere_3,103.48294516951695,103.10151796429642,114.09741130363037,108.91977322732274,8.796481060600458
after,lp-setup,sphere_40,503.45222832722834,500.8123473748474,507.8959096459097,527.7779202279203,60.08312080717174
after,lp-setup,sphere_5,121.88674657534247,120.89773116438356,125.27854452054794,128.55865296803654,22.13802205764254
before,lp-basin,camel,118.60449756097562,117.7502536585366,119.86645853658536,118.74746276422765,1.2583418624903875
before,lp-basin,quadratic,207.07891025641027,206.54152564102566,210.56401923076925,214.01649487179486,21.72488462029145
before,lp-basin,sphere,630.6062162162162,628.3305912162162,631.6140878378378,633.2791306306307,9.349306282298885
before,lp-basin,sphere_1,89.95712222222222,88.70952777777778,92.07401527777778,93.91848166666666,14.45932028488135
before,lp-basin,sphere_20,2164.9651773049645,2161.7182978723404,2177.0893617021275,2197.010595744681,82.6053831697566
before,lp-basin,sphere_3,166.9738411341134,166.1368418091809,168.46073826132613,172.1649889988999,18.754558787817157
before,lp-basin,sphere_40,8686.96794871795,8667.715583028083,8993.192918192919,8942.033017908017,488.03514498057245
before,lp-basin,sphere_5,255.07864726027398,254.66673801369865,257.0325856164384,257.09621004566213,4.70469186208865
before,lp-setup,camel,98.56650731707317,98.2996975609756,101.34398048780488,105.301278699187,18.820020385999214
before,lp-setup,quadratic,99.89239743589744,97.9809487179487,112.09380128205129,108.1812094017094,16.516305983607538
before,lp-setup,sphere,191.7289864864865,190.95800675675676,193.90452702702703,200.48478603603604,30.495348845073153
before,lp-setup,sphere_1,96.09443888888889,94.75981805555556,96.52043888888889,100.74847944444444,18.943260663081816
before,lp-setup,sphere_20,298.9779432624114,295.9539361702127,300.3678368794326,299.1361985815603,4.4910274095227365
before,lp-setup,sphere_3,102.6911097359736,102.49539172667266,106.54064937743775,110.08526915191518,20.35021595292615
before,lp-setup,sphere_40,508.2422161172161,502.03975885225884,515.3833943833944,524.8031339031339,62.962962034365844
before,lp-setup,sphere_5,121.41575342465754,120.92345034246574,122.03720890410959,122.92520319634703,4.21572650732707
reference,lp-prima,camel,937.8920097560975,930.7683414634146,944.7715121951219,984.2544058536586,171.83565689952934
reference,lp-prima,quadratic,1551.711987179487,1542.9196730769231,1600.2406474358975,1588.5884606837608,79.17251322999269
reference,lp-prima,sphere,2437.295439189189,2429.256672297297,2474.204577702703,2458.5597702702703,48.328947876972535
reference,lp-prima,sphere_1,722.2348222222222,718.3428680555555,737.3053472222223,741.0739361111112,55.43716430131245
reference,lp-prima,sphere_20,4984.473333333333,4919.024822695035,5028.203191489361,5015.415338061466,126.60158421934243
reference,lp-prima,sphere_3,1068.405856210621,1064.1300020627064,1078.3732888913892,1085.395592059206,60.13855733313902
reference,lp-prima,sphere_40,13687.809065934065,13536.24855006105,14321.044871794871,14462.309523809523,2189.6770050008454
reference,lp-prima,sphere_5,1356.7041780821917,1347.2935017123286,1382.4969092465753,1365.4591198630137,23.83835243917646
