case,start,solver,profile,row,boundary,residual_calls,jacobian_calls,trial_evaluated,accepted,trial_unchanged,base_residual_norm,base_relative_residual,base_gradient_inf,base_orthogonality,base_equivalent_parameter_error,actual_relative_reduction,reconstructed_linear_relative_reduction,reconstructed_relative_step,reconstructed_scaled_relative_step,svd_rank,svd_relative_model_potential,svd_relative_step,svd_scaled_relative_step,reason
collinear-1e-8,1,nielsen-cholesky,relative,final,7,8,6,false,false,false,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999793354e-1,,,,,2,1.0000000000000004e0,1.0000000010980978e0,1.0000000010980976e0,Some(SolverConverged)
collinear-1e-8,1,nielsen-cholesky,gradient-only,boundary,1,2,1,true,true,false,5.1961524227066320e0,3.6742346161087221e8,9.0000000000000000e0,1.0000000000000000e0,2.0000000000000000e0,9.9999975024981258e-1,9.9999975024981258e-1,2.9984973796879113e0,2.9984973796879113e0,2,9.9999999999999956e-1,1.5811388360973684e0,1.5811388360973684e0,None
collinear-1e-8,1,nielsen-cholesky,gradient-only,boundary,2,3,2,true,true,false,2.5967778224513065e-3,1.8361992084566495e5,4.4977511244371103e-3,9.9999999999630362e-1,5.0074962518733956e-1,9.9999997222406434e-1,9.9999997222406400e-1,1.4990005413883993e-3,1.4990005413883991e-3,2,9.9999999999999944e-1,1.0014992429270619e0,1.0014992429270617e0,None
collinear-1e-8,1,nielsen-cholesky,gradient-only,boundary,3,4,3,true,true,false,4.3278195269793675e-7,3.0602305368894374e1,7.4950027072481436e-7,9.9986651560466511e-1,5.0000012491659529e-1,9.9973304581171318e-1,9.9973304580875999e-1,2.4981954466212469e-7,2.4981954466212474e-7,2,9.9999999999999978e-1,1.0000002564532922e0,1.0000002564532919e0,None
collinear-1e-8,1,nielsen-cholesky,gradient-only,boundary,4,5,4,true,true,false,7.0711086695973778e-9,5.0000288934110859e-1,4.1636738581366046e-11,3.3996058258142781e-3,5.0000000000667300e-1,1.1557264253482075e-5,1.1557293810385328e-5,1.3907823386278688e-11,1.3907823386278690e-11,2,1.0000000000000007e0,1.0000000011016978e0,1.0000000011016978e0,None
collinear-1e-8,1,nielsen-cholesky,gradient-only,boundary,5,6,5,true,true,false,7.0710678081435859e-9,5.0000000000000056e-1,7.1062266357571322e-16,5.8022097515486593e-8,4.9999999999928368e-1,2.4651903314107906e-15,5.4030340719690073e-12,2.7000624050073454e-12,2.7000624050073446e-12,2,1.0000000000000007e0,1.0000000011007979e0,1.0000000011007979e0,None
collinear-1e-8,1,nielsen-cholesky,gradient-only,boundary,6,7,6,true,false,false,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999793354e-1,0.0000000000000000e0,2.7036150948728193e-12,1.3518075547780039e-12,1.3518075547780033e-12,2,1.0000000000000004e0,1.0000000010980978e0,1.0000000010980976e0,None
collinear-1e-8,1,nielsen-cholesky,gradient-only,boundary,7,8,6,true,false,false,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999793354e-1,0.0000000000000000e0,1.3518075474368664e-12,6.7590377738900195e-13,6.7590377738900165e-13,2,1.0000000000000004e0,1.0000000010980978e0,1.0000000010980976e0,None
collinear-1e-8,1,nielsen-cholesky,gradient-only,boundary,8,9,6,true,false,false,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999793354e-1,0.0000000000000000e0,3.3795188685930224e-13,1.6897594434725049e-13,1.6897594434725041e-13,2,1.0000000000000004e0,1.0000000010980978e0,1.0000000010980976e0,None
collinear-1e-8,1,nielsen-cholesky,gradient-only,boundary,9,10,6,true,false,false,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999793354e-1,0.0000000000000000e0,4.2188474977663736e-14,2.1094237467790796e-14,2.1094237467790789e-14,2,1.0000000000000004e0,1.0000000010980978e0,1.0000000010980976e0,None
collinear-1e-8,1,nielsen-cholesky,gradient-only,boundary,10,11,6,true,false,false,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999793354e-1,0.0000000000000000e0,2.6645352640307540e-15,1.3322676295446816e-15,1.3322676295446816e-15,2,1.0000000000000004e0,1.0000000010980978e0,1.0000000010980976e0,None
collinear-1e-8,1,nielsen-cholesky,gradient-only,first-unchanged,11,12,6,true,false,true,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999793354e-1,0.0000000000000000e0,-0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,2,1.0000000000000004e0,1.0000000010980978e0,1.0000000010980976e0,None
collinear-1e-8,1,nielsen-cholesky,gradient-only,boundary,599,600,6,true,false,true,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999793354e-1,0.0000000000000000e0,-0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,2,1.0000000000000004e0,1.0000000010980978e0,1.0000000010980976e0,None
collinear-1e-8,1,nielsen-cholesky,gradient-only,final,599,600,6,false,false,false,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999793354e-1,,,,,2,1.0000000000000004e0,1.0000000010980978e0,1.0000000010980976e0,Some(MaxIter)
collinear-1e-8,1,nielsen-qr,relative,boundary,1,2,1,true,true,false,5.1961524227066320e0,3.6742346161087221e8,9.0000000000000000e0,1.0000000000000000e0,2.0000000000000000e0,9.9999975024981258e-1,9.9999975024981258e-1,2.9984973796882066e0,2.9984973796882062e0,2,9.9999999999999956e-1,1.5811388360973684e0,1.5811388360973684e0,None
collinear-1e-8,1,nielsen-qr,relative,boundary,2,3,2,true,true,false,2.5967778224513065e-3,1.8361992084566495e5,4.4977511244371103e-3,9.9999999999630362e-1,5.0074962518738886e-1,9.9999997222406434e-1,9.9999997222406423e-1,1.4990005413884912e-3,1.4990005413884912e-3,2,9.9999999999999944e-1,1.0014992429271605e0,1.0014992429271603e0,None
collinear-1e-8,1,nielsen-qr,relative,boundary,3,4,3,true,true,false,4.3278195279407203e-7,3.0602305375692165e1,7.4950027089134781e-7,9.9986651560472439e-1,5.0000012491664447e-1,9.9973304580888445e-1,9.9973304580890354e-1,2.4981954477317150e-7,2.4981954477317145e-7,2,1.0000000000000000e0,1.0000002564533903e0,1.0000002564533903e0,None
collinear-1e-8,1,nielsen-qr,relative,boundary,4,5,4,true,true,false,7.0711087086315528e-9,5.0000289210124160e-1,4.1636627559064411e-11,3.3995967421672213e-3,5.0000000000672218e-1,1.1568304590460586e-5,1.1557232044585118e-5,1.3907660794010181e-11,1.3907660794010185e-11,2,1.0000000000000009e0,1.0000000066529116e0,1.0000000066529116e0,None
collinear-1e-8,1,nielsen-qr,relative,boundary,5,6,5,true,true,false,7.0710678081435983e-9,5.0000000000000144e-1,1.0436895709632602e-15,8.5216896650308627e-8,4.9999999999933287e-1,5.9164567953858773e-15,5.4064853384350264e-12,2.6999513941186477e-12,2.6999513941186477e-12,2,1.0000000000000009e0,1.0000000011008960e0,1.0000000011008963e0,None
collinear-1e-8,1,nielsen-qr,relative,boundary,6,7,6,true,false,false,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999798272e-1,0.0000000000000000e0,2.7089441898161190e-12,1.3544720900372263e-12,1.3544720900372263e-12,2,1.0000000000000004e0,1.0000000010981962e0,1.0000000010981962e0,None
collinear-1e-8,1,nielsen-qr,relative,boundary,7,8,6,true,false,false,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999798272e-1,0.0000000000000000e0,1.3544720949085181e-12,6.7723604501861313e-13,6.7723604501861313e-13,2,1.0000000000000004e0,1.0000000010981962e0,1.0000000010981962e0,Some(SolverConverged)
collinear-1e-8,1,nielsen-qr,relative,final,7,8,6,false,false,false,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999798272e-1,,,,,2,1.0000000000000004e0,1.0000000010981962e0,1.0000000010981962e0,Some(SolverConverged)
collinear-1e-8,1,nielsen-qr,gradient-only,boundary,1,2,1,true,true,false,5.1961524227066320e0,3.6742346161087221e8,9.0000000000000000e0,1.0000000000000000e0,2.0000000000000000e0,9.9999975024981258e-1,9.9999975024981258e-1,2.9984973796882066e0,2.9984973796882062e0,2,9.9999999999999956e-1,1.5811388360973684e0,1.5811388360973684e0,None
collinear-1e-8,1,nielsen-qr,gradient-only,boundary,2,3,2,true,true,false,2.5967778224513065e-3,1.8361992084566495e5,4.4977511244371103e-3,9.9999999999630362e-1,5.0074962518738886e-1,9.9999997222406434e-1,9.9999997222406423e-1,1.4990005413884912e-3,1.4990005413884912e-3,2,9.9999999999999944e-1,1.0014992429271605e0,1.0014992429271603e0,None
collinear-1e-8,1,nielsen-qr,gradient-only,boundary,3,4,3,true,true,false,4.3278195279407203e-7,3.0602305375692165e1,7.4950027089134781e-7,9.9986651560472439e-1,5.0000012491664447e-1,9.9973304580888445e-1,9.9973304580890354e-1,2.4981954477317150e-7,2.4981954477317145e-7,2,1.0000000000000000e0,1.0000002564533903e0,1.0000002564533903e0,None
collinear-1e-8,1,nielsen-qr,gradient-only,boundary,4,5,4,true,true,false,7.0711087086315528e-9,5.0000289210124160e-1,4.1636627559064411e-11,3.3995967421672213e-3,5.0000000000672218e-1,1.1568304590460586e-5,1.1557232044585118e-5,1.3907660794010181e-11,1.3907660794010185e-11,2,1.0000000000000009e0,1.0000000066529116e0,1.0000000066529116e0,None
collinear-1e-8,1,nielsen-qr,gradient-only,boundary,5,6,5,true,true,false,7.0710678081435983e-9,5.0000000000000144e-1,1.0436895709632602e-15,8.5216896650308627e-8,4.9999999999933287e-1,5.9164567953858773e-15,5.4064853384350264e-12,2.6999513941186477e-12,2.6999513941186477e-12,2,1.0000000000000009e0,1.0000000011008960e0,1.0000000011008963e0,None
collinear-1e-8,1,nielsen-qr,gradient-only,boundary,6,7,6,true,false,false,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999798272e-1,0.0000000000000000e0,2.7089441898161190e-12,1.3544720900372263e-12,1.3544720900372263e-12,2,1.0000000000000004e0,1.0000000010981962e0,1.0000000010981962e0,None
collinear-1e-8,1,nielsen-qr,gradient-only,boundary,7,8,6,true,false,false,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999798272e-1,0.0000000000000000e0,1.3544720949085181e-12,6.7723604501861313e-13,6.7723604501861313e-13,2,1.0000000000000004e0,1.0000000010981962e0,1.0000000010981962e0,None
collinear-1e-8,1,nielsen-qr,gradient-only,boundary,8,9,6,true,false,false,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999798272e-1,0.0000000000000000e0,3.3839597642167447e-13,1.6919798895219122e-13,1.6919798895219122e-13,2,1.0000000000000004e0,1.0000000010981962e0,1.0000000010981962e0,None
collinear-1e-8,1,nielsen-qr,gradient-only,boundary,9,10,6,true,false,false,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999798272e-1,0.0000000000000000e0,4.2188474977663736e-14,2.1094237467792869e-14,2.1094237467792866e-14,2,1.0000000000000004e0,1.0000000010981962e0,1.0000000010981962e0,None
collinear-1e-8,1,nielsen-qr,gradient-only,boundary,10,11,6,true,false,false,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999798272e-1,0.0000000000000000e0,2.6645352640307540e-15,1.3322676295448126e-15,1.3322676295448127e-15,2,1.0000000000000004e0,1.0000000010981962e0,1.0000000010981962e0,None
collinear-1e-8,1,nielsen-qr,gradient-only,first-unchanged,11,12,6,true,false,true,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999798272e-1,0.0000000000000000e0,-0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,2,1.0000000000000004e0,1.0000000010981962e0,1.0000000010981962e0,None
collinear-1e-8,1,nielsen-qr,gradient-only,boundary,52,52,6,false,false,false,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999798272e-1,,,,,2,1.0000000000000004e0,1.0000000010981962e0,1.0000000010981962e0,Some(SolverFailed)
collinear-1e-8,1,nielsen-qr,gradient-only,final,52,52,6,false,false,false,7.0710678081435776e-9,5.0000000000000000e-1,5.5511151231257827e-17,4.5324665132184805e-9,4.9999999999798272e-1,,,,,2,1.0000000000000004e0,1.0000000010981962e0,1.0000000010981962e0,Some(SolverFailed)
collinear-1e-8,1,trust-cholesky,relative,boundary,1,2,1,true,true,false,5.1961524227066320e0,3.6742346161087221e8,9.0000000000000000e0,1.0000000000000000e0,2.0000000000000000e0,1.0000000000000000e0,1.0000000000000000e0,1.5811388300841891e0,1.5811388300841893e0,2,9.9999999999999956e-1,1.5811388360973684e0,1.5811388360973684e0,None
collinear-1e-8,1,trust-cholesky,relative,boundary,2,3,2,true,true,false,7.6918507455342553e-16,5.4389598249049011e-8,1.3322676295501878e-15,1.0000000000000002e0,4.4408920985006262e-16,1.0000000000000000e0,1.0000000000000002e0,2.2204460492503128e-16,2.2204460492503123e-16,2,1.0000000000000000e0,2.2204460492503131e-16,2.2204460492503136e-16,Some(SolverConverged)
collinear-1e-8,1,trust-cholesky,relative,final,2,3,2,false,false,false,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,2.2204460492503131e-16,,,,,2,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,Some(SolverConverged)
collinear-1e-8,1,trust-cholesky,gradient-only,boundary,1,2,1,true,true,false,5.1961524227066320e0,3.6742346161087221e8,9.0000000000000000e0,1.0000000000000000e0,2.0000000000000000e0,1.0000000000000000e0,1.0000000000000000e0,1.5811388300841891e0,1.5811388300841893e0,2,9.9999999999999956e-1,1.5811388360973684e0,1.5811388360973684e0,None
collinear-1e-8,1,trust-cholesky,gradient-only,boundary,2,3,2,true,true,false,7.6918507455342553e-16,5.4389598249049011e-8,1.3322676295501878e-15,1.0000000000000002e0,4.4408920985006262e-16,1.0000000000000000e0,1.0000000000000002e0,2.2204460492503128e-16,2.2204460492503123e-16,2,1.0000000000000000e0,2.2204460492503131e-16,2.2204460492503136e-16,None
collinear-1e-8,1,trust-cholesky,gradient-only,boundary,3,3,3,false,false,false,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,2.2204460492503131e-16,,,,,2,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,Some(SolverConverged)
collinear-1e-8,1,trust-cholesky,gradient-only,final,3,3,3,false,false,false,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,2.2204460492503131e-16,,,,,2,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,Some(SolverConverged)
collinear-1e-8,1,trust-qr,relative,boundary,1,2,1,true,true,false,5.1961524227066320e0,3.6742346161087221e8,9.0000000000000000e0,1.0000000000000000e0,2.0000000000000000e0,1.0000000000000000e0,9.9999999999999978e-1,1.5811388258918866e0,1.5811388258918864e0,2,9.9999999999999956e-1,1.5811388360973684e0,1.5811388360973684e0,None
collinear-1e-8,1,trust-qr,relative,boundary,2,3,2,true,true,false,7.6918507455342553e-16,5.4389598249049011e-8,1.3322676295501878e-15,1.0000000000000002e0,3.3143070510277539e-9,1.0000000000000000e0,1.0000000000000002e0,3.1401849069600133e-16,3.1401849069600128e-16,2,1.0000000000000000e0,2.2204460418910741e-16,2.2204460418910743e-16,Some(SolverConverged)
collinear-1e-8,1,trust-qr,relative,final,2,3,2,false,false,false,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,3.3143070510277539e-9,,,,,2,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,Some(SolverConverged)
collinear-1e-8,1,trust-qr,gradient-only,boundary,1,2,1,true,true,false,5.1961524227066320e0,3.6742346161087221e8,9.0000000000000000e0,1.0000000000000000e0,2.0000000000000000e0,1.0000000000000000e0,9.9999999999999978e-1,1.5811388258918866e0,1.5811388258918864e0,2,9.9999999999999956e-1,1.5811388360973684e0,1.5811388360973684e0,None
collinear-1e-8,1,trust-qr,gradient-only,boundary,2,3,2,true,true,false,7.6918507455342553e-16,5.4389598249049011e-8,1.3322676295501878e-15,1.0000000000000002e0,3.3143070510277539e-9,1.0000000000000000e0,1.0000000000000002e0,3.1401849069600133e-16,3.1401849069600128e-16,2,1.0000000000000000e0,2.2204460418910741e-16,2.2204460418910743e-16,None
collinear-1e-8,1,trust-qr,gradient-only,boundary,3,3,3,false,false,false,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,3.3143070510277539e-9,,,,,2,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,Some(SolverConverged)
collinear-1e-8,1,trust-qr,gradient-only,final,3,3,3,false,false,false,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,3.3143070510277539e-9,,,,,2,0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,Some(SolverConverged)
svi-width-0.01,2,trust-qr,relative,boundary,1,2,1,true,true,false,3.3703654332130899e-2,8.7713937083939403e-2,2.1580848718470785e-1,9.9999989790295307e-1,9.9999999999999978e-2,8.3882802339333973e-1,1.0000000000000000e0,3.8525256490822768e-1,2.8908226185764907e-1,5,1.0000000000000009e0,4.2895341644198959e-1,2.9251344143566121e-1,None
svi-width-0.01,2,trust-qr,relative,boundary,2,3,2,true,true,false,1.3530746514608743e-2,3.5213838736462215e-2,8.6633443184709405e-2,9.9993527429629214e-1,2.3512912541880759e-2,9.9299928920052971e-1,9.9999999999999978e-1,6.7410455862503271e-2,1.1826219510071248e-1,5,1.0000000000000000e0,6.7378652840569223e-2,1.1299814632014120e-1,None
svi-width-0.01,2,trust-qr,relative,boundary,3,4,3,true,true,false,1.1321209487718024e-3,2.9463507040929614e-3,7.2490311068162810e-3,9.9998896692726025e-1,1.0283944696598601e-2,9.9940538050204486e-1,1.0000000000000002e0,2.8713009488696949e-2,1.8276583297787332e-2,5,1.0000000000000007e0,2.8241638828457018e-2,1.8181840643212661e-2,None
svi-width-0.01,2,trust-qr,relative,boundary,4,5,4,true,true,false,2.7606566750060825e-5,7.1846234688857598e-5,1.7672953241235773e-4,9.9978081894560233e-1,1.3504164647598627e-4,9.9999991511372377e-1,9.9999999999999978e-1,3.9782088315620399e-4,3.2123600446796563e-4,5,1.0000000000000007e0,3.9773495400216796e-4,3.2120055474839463e-4,None
svi-width-0.01,2,trust-qr,relative,boundary,5,6,5,true,true,false,8.0432420935782072e-9,2.0932579713601837e-8,5.1499355287198956e-8,9.9995112406563613e-1,4.2281534884391903e-8,1.0000000000000000e0,1.0000000000000000e0,1.2588068720360524e-7,3.9834849889224691e-8,5,1.0000000000000004e0,1.2588067288063735e-7,3.9834849299643722e-8,None
svi-width-0.01,2,trust-qr,relative,boundary,6,7,6,true,true,false,3.3993498887762956e-17,8.8468259059423101e-17,1.2490009027033011e-16,5.7385651174843944e-1,1.1162981650159054e-10,7.5000000000000000e-1,5.0453517622686883e-1,4.1970270720068257e-11,3.4109096075135381e-11,5,5.2806326568489592e-1,4.1970251771186548e-11,3.4109080536762105e-11,None
svi-width-0.01,2,trust-qr,relative,boundary,7,8,7,true,false,false,1.6996749443881478e-17,4.4234129529711551e-17,1.0056584496116265e-19,3.1253338962155575e-1,9.7852947966714510e-11,-1.3333333333333333e0,-6.8641506726060530e-1,6.0816025821849733e-11,6.8030177718263443e-11,5,2.9661990133905419e-1,2.5616830504847144e-10,2.6366616064518541e-10,None
svi-width-0.01,2,trust-qr,relative,boundary,8,9,7,true,false,false,1.6996749443881478e-17,4.4234129529711551e-17,1.0056584496116265e-19,3.1253338962155575e-1,9.7852947966714510e-11,-6.6666666666666663e-1,-5.0974106279793130e-1,6.4558459550016557e-12,9.1133947438537715e-12,5,2.9661990133905419e-1,2.5616830504847144e-10,2.6366616064518541e-10,None
svi-width-0.01,2,trust-qr,relative,boundary,9,10,7,true,true,false,1.6996749443881478e-17,4.4234129529711551e-17,1.0056584496116265e-19,3.1253338962155575e-1,9.7852947966714510e-11,5.0000000000000000e-1,1.0713115486338676e-1,8.3968075198371549e-12,1.9878257256759362e-12,5,2.9661990133905419e-1,2.5616830504847144e-10,2.6366616064518541e-10,None
svi-width-0.01,2,trust-qr,relative,boundary,10,11,8,true,false,false,1.2018516789897274e-17,3.1278252950343145e-17,2.0816681711721685e-17,2.7069848107213018e-1,1.0088241353400917e-10,-2.6666666666666665e0,-9.3441044806692586e-1,3.1070116327861799e-12,3.9723793844957197e-12,5,1.2565548809900406e-1,1.9979448548795801e-11,2.3468591805759128e-11,None
svi-width-0.01,2,trust-qr,relative,boundary,12,13,8,true,false,false,1.2018516789897274e-17,3.1278252950343145e-17,2.0816681711721685e-17,2.7069848107213018e-1,1.0088241353400917e-10,-5.0000000000000000e0,-2.7983195477564715e0,7.3885206836286838e-13,3.8955523188999237e-14,5,1.2565548809900406e-1,1.9979448548795801e-11,2.3468591805759128e-11,Some(SolverConverged)
svi-width-0.01,2,trust-qr,relative,final,12,13,8,false,false,false,1.2018516789897274e-17,3.1278252950343145e-17,2.0816681711721685e-17,2.7069848107213018e-1,1.0088241353400917e-10,,,,,5,1.2565548809900406e-1,1.9979448548795801e-11,2.3468591805759128e-11,Some(SolverConverged)
svi-width-0.01,2,trust-qr,gradient-only,boundary,1,2,1,true,true,false,3.3703654332130899e-2,8.7713937083939403e-2,2.1580848718470785e-1,9.9999989790295307e-1,9.9999999999999978e-2,8.3882802339333973e-1,1.0000000000000000e0,3.8525256490822768e-1,2.8908226185764907e-1,5,1.0000000000000009e0,4.2895341644198959e-1,2.9251344143566121e-1,None
svi-width-0.01,2,trust-qr,gradient-only,boundary,2,3,2,true,true,false,1.3530746514608743e-2,3.5213838736462215e-2,8.6633443184709405e-2,9.9993527429629214e-1,2.3512912541880759e-2,9.9299928920052971e-1,9.9999999999999978e-1,6.7410455862503271e-2,1.1826219510071248e-1,5,1.0000000000000000e0,6.7378652840569223e-2,1.1299814632014120e-1,None
svi-width-0.01,2,trust-qr,gradient-only,boundary,3,4,3,true,true,false,1.1321209487718024e-3,2.9463507040929614e-3,7.2490311068162810e-3,9.9998896692726025e-1,1.0283944696598601e-2,9.9940538050204486e-1,1.0000000000000002e0,2.8713009488696949e-2,1.8276583297787332e-2,5,1.0000000000000007e0,2.8241638828457018e-2,1.8181840643212661e-2,None
svi-width-0.01,2,trust-qr,gradient-only,boundary,4,5,4,true,true,false,2.7606566750060825e-5,7.1846234688857598e-5,1.7672953241235773e-4,9.9978081894560233e-1,1.3504164647598627e-4,9.9999991511372377e-1,9.9999999999999978e-1,3.9782088315620399e-4,3.2123600446796563e-4,5,1.0000000000000007e0,3.9773495400216796e-4,3.2120055474839463e-4,None
svi-width-0.01,2,trust-qr,gradient-only,boundary,5,6,5,true,true,false,8.0432420935782072e-9,2.0932579713601837e-8,5.1499355287198956e-8,9.9995112406563613e-1,4.2281534884391903e-8,1.0000000000000000e0,1.0000000000000000e0,1.2588068720360524e-7,3.9834849889224691e-8,5,1.0000000000000004e0,1.2588067288063735e-7,3.9834849299643722e-8,None
svi-width-0.01,2,trust-qr,gradient-only,boundary,6,7,6,true,true,false,3.3993498887762956e-17,8.8468259059423101e-17,1.2490009027033011e-16,5.7385651174843944e-1,1.1162981650159054e-10,7.5000000000000000e-1,5.0453517622686883e-1,4.1970270720068257e-11,3.4109096075135381e-11,5,5.2806326568489592e-1,4.1970251771186548e-11,3.4109080536762105e-11,None
svi-width-0.01,2,trust-qr,gradient-only,boundary,7,8,7,true,false,false,1.6996749443881478e-17,4.4234129529711551e-17,1.0056584496116265e-19,3.1253338962155575e-1,9.7852947966714510e-11,-1.3333333333333333e0,-6.8641506726060530e-1,6.0816025821849733e-11,6.8030177718263443e-11,5,2.9661990133905419e-1,2.5616830504847144e-10,2.6366616064518541e-10,None
svi-width-0.01,2,trust-qr,gradient-only,boundary,8,9,7,true,false,false,1.6996749443881478e-17,4.4234129529711551e-17,1.0056584496116265e-19,3.1253338962155575e-1,9.7852947966714510e-11,-6.6666666666666663e-1,-5.0974106279793130e-1,6.4558459550016557e-12,9.1133947438537715e-12,5,2.9661990133905419e-1,2.5616830504847144e-10,2.6366616064518541e-10,None
svi-width-0.01,2,trust-qr,gradient-only,boundary,9,10,7,true,true,false,1.6996749443881478e-17,4.4234129529711551e-17,1.0056584496116265e-19,3.1253338962155575e-1,9.7852947966714510e-11,5.0000000000000000e-1,1.0713115486338676e-1,8.3968075198371549e-12,1.9878257256759362e-12,5,2.9661990133905419e-1,2.5616830504847144e-10,2.6366616064518541e-10,None
svi-width-0.01,2,trust-qr,gradient-only,boundary,10,11,8,true,false,false,1.2018516789897274e-17,3.1278252950343145e-17,2.0816681711721685e-17,2.7069848107213018e-1,1.0088241353400917e-10,-2.6666666666666665e0,-9.3441044806692586e-1,3.1070116327861799e-12,3.9723793844957197e-12,5,1.2565548809900406e-1,1.9979448548795801e-11,2.3468591805759128e-11,None
svi-width-0.01,2,trust-qr,gradient-only,first-unchanged,53,54,8,true,false,true,1.2018516789897274e-17,3.1278252950343145e-17,2.0816681711721685e-17,2.7069848107213018e-1,1.0088241353400917e-10,0.0000000000000000e0,-0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,5,1.2565548809900406e-1,1.9979448548795801e-11,2.3468591805759128e-11,None
svi-width-0.01,2,trust-qr,gradient-only,boundary,1199,1200,8,true,false,true,1.2018516789897274e-17,3.1278252950343145e-17,2.0816681711721685e-17,2.7069848107213018e-1,1.0088241353400917e-10,0.0000000000000000e0,-0.0000000000000000e0,0.0000000000000000e0,0.0000000000000000e0,5,1.2565548809900406e-1,1.9979448548795801e-11,2.3468591805759128e-11,None
svi-width-0.01,2,trust-qr,gradient-only,final,1199,1200,8,false,false,false,1.2018516789897274e-17,3.1278252950343145e-17,2.0816681711721685e-17,2.7069848107213018e-1,1.0088241353400917e-10,,,,,5,1.2565548809900406e-1,1.9979448548795801e-11,2.3468591805759128e-11,Some(MaxIter)
tiny-orthogonality,0,nielsen-qr,gradient-only,boundary,1,1,1,false,false,false,1.0000000000000000e-100,1.0000000000000000e0,9.9999999999999998e-201,1.0000000000000000e0,1.0000000000000000e0,,,,,1,1.0000000000000000e0,inf,inf,Some(SolverConverged)
tiny-orthogonality,0,nielsen-qr,gradient-only,final,1,1,1,false,false,false,1.0000000000000000e-100,1.0000000000000000e0,9.9999999999999998e-201,1.0000000000000000e0,1.0000000000000000e0,,,,,1,1.0000000000000000e0,inf,inf,Some(SolverConverged)
coordinate-scale-1e0,0,nielsen-qr,relative,boundary,1,2,1,true,true,false,1.0000000000000000e0,7.0710678118654746e-1,1.0000000000000000e0,1.0000000000000000e0,1.0000000000000000e0,9.9999900199700398e-1,9.9999900199700398e-1,7.0675331622842430e-1,7.0675331622842430e-1,2,1.0000000000000000e0,1.0000000000000000e0,1.0000000000000000e0,None
coordinate-scale-1e0,0,nielsen-qr,relative,boundary,2,3,2,true,true,false,9.9900099900096517e-4,7.0640038080571784e-4,9.9900099900096517e-4,1.0000000000000000e0,9.9900099900096517e-4,9.9999988896292602e-1,9.9999988896292591e-1,7.0616511001233336e-4,7.0616511001233336e-4,2,1.0000000000000000e0,7.0675331622840031e-4,7.0675331622840031e-4,None
